id,source,source_link,title,description,license,license_url,authors,keywords,publication_date,has_qda_files,qda_file_types,has_primary_data,file_count,download_url,raw_metadata,collected_at
1,Zenodo,,Supporting Data for Scoping Review on Interlanguage Pragmatics in EFL Contexts,"<p>This dataset contains coded data (QDPX), article summary (Word), and year-theme matrix (Excel) used in the scoping review.</p>",cc-by-4.0,https://creativecommons.org/licenses/cc-by-4.0,"[""Huaqiang, Li""]","[""interlanguage pragmatics, EFL learners, scoping review""]",2025-07-18,1,"["".qdpx""]",1,4,,"{""title"": ""Supporting Data for Scoping Review on Interlanguage Pragmatics in EFL Contexts"", ""doi"": ""10.5281/zenodo.16082705"", ""publication_date"": ""2025-07-18"", ""description"": ""<p>This dataset contains coded data (QDPX), article summary (Word), and year-theme matrix (Excel) used in the scoping review.</p>"", ""access_right"": ""open"", ""creators"": [{""name"": ""Huaqiang, Li"", ""affiliation"": null}], ""keywords"": [""interlanguage pragmatics, EFL learners, scoping review""], ""dates"": [{""type"": ""collected""}], ""version"": ""v1.0"", ""language"": ""eng"", ""resource_type"": {""title"": ""Dataset"", ""type"": ""dataset""}, ""journal"": {""title"": ""Plos one""}, ""license"": {""id"": ""cc-by-4.0""}, ""relations"": {""version"": [{""index"": 0, ""is_last"": true, ""parent"": {""pid_type"": ""recid"", ""pid_value"": ""16082704""}}]}}",2026-03-05T02:04:20.649820
