id,project_id,repository_id,project_url,name,role
579,155,11,https://services.fsd.tuni.fi/catalogue/FSD3029,"Diogo, Sara",UNKNOWN
580,155,11,https://services.fsd.tuni.fi/catalogue/FSD3029,"Nokkala, Terhi",UNKNOWN
581,155,11,https://services.fsd.tuni.fi/catalogue/FSD3029,"Diogo, Sara",UNKNOWN
582,156,11,https://services.fsd.tuni.fi/catalogue/FSD2673,"Grönlund, Kimmo",UNKNOWN
583,156,11,https://services.fsd.tuni.fi/catalogue/FSD2673,"Grönlund, Kimmo",UNKNOWN
584,157,11,https://services.fsd.tuni.fi/catalogue/FSD3752,Maanpuolustustiedotuksen suunnittelukunta (MTS),UNKNOWN
585,157,11,https://services.fsd.tuni.fi/catalogue/FSD3752,Advisory Board for Defence Information,UNKNOWN
586,158,11,https://services.fsd.tuni.fi/catalogue/FSD3148,"Lehtonen, Jukka",UNKNOWN
587,158,11,https://services.fsd.tuni.fi/catalogue/FSD3148,"Lehtonen, Jukka",UNKNOWN
588,159,11,https://services.fsd.tuni.fi/catalogue/FSD2308,"Juvonen, Tuula",UNKNOWN
589,159,11,https://services.fsd.tuni.fi/catalogue/FSD2308,"Juvonen, Tuula",UNKNOWN
590,160,11,https://services.fsd.tuni.fi/catalogue/FSD2649,Työ- ja elinkeinoministeriö,UNKNOWN
591,160,11,https://services.fsd.tuni.fi/catalogue/FSD2649,Tilastokeskus,UNKNOWN
592,160,11,https://services.fsd.tuni.fi/catalogue/FSD2649,Ministry of Employment and the Economy,UNKNOWN
593,160,11,https://services.fsd.tuni.fi/catalogue/FSD2649,Statistics Finland,UNKNOWN
594,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Autio, Tiina",UNKNOWN
595,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Henriksson, Anja",UNKNOWN
596,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Kivilä, Tiina",UNKNOWN
597,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Matikka, Leena",UNKNOWN
598,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Qvist, Anne",UNKNOWN
599,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Rehumäki, Marjukka",UNKNOWN
600,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Vesala, Hannu",UNKNOWN
601,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Öhman, Anneli",UNKNOWN
602,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Autio, Tiina",UNKNOWN
603,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Henriksson, Anja",UNKNOWN
604,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Kivilä, Tiina",UNKNOWN
605,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Matikka, Leena",UNKNOWN
606,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Qvist, Anne",UNKNOWN
607,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Rehumäki, Marjukka",UNKNOWN
608,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Vesala, Hannu",UNKNOWN
609,161,11,https://services.fsd.tuni.fi/catalogue/FSD2208,"Öhman, Anneli",UNKNOWN
610,162,11,https://services.fsd.tuni.fi/catalogue/FSD3502,Kulttuuripolitiikan tutkimuskeskus Cupore,UNKNOWN
611,162,11,https://services.fsd.tuni.fi/catalogue/FSD3502,Center for Cultural Policy Research,UNKNOWN
612,163,11,https://services.fsd.tuni.fi/catalogue/FSD3453,"Hankonen, Nelli",UNKNOWN
613,163,11,https://services.fsd.tuni.fi/catalogue/FSD3453,"Hankonen, Nelli",UNKNOWN
614,164,11,https://services.fsd.tuni.fi/catalogue/FSD2999,"Galanakis, Michail",UNKNOWN
615,164,11,https://services.fsd.tuni.fi/catalogue/FSD2999,"Galanakis, Michail",UNKNOWN
616,165,11,https://services.fsd.tuni.fi/catalogue/FSD2437,"Kinnunen, Ulla",UNKNOWN
617,165,11,https://services.fsd.tuni.fi/catalogue/FSD2437,"Kinnunen, Ulla",UNKNOWN
618,166,11,https://services.fsd.tuni.fi/catalogue/FSD2736,"Lappalainen, Sirpa",UNKNOWN
619,166,11,https://services.fsd.tuni.fi/catalogue/FSD2736,"Lappalainen, Sirpa",UNKNOWN
620,167,11,https://services.fsd.tuni.fi/catalogue/FSD1000,Suomen Gallup,UNKNOWN
621,167,11,https://services.fsd.tuni.fi/catalogue/FSD1000,Helsingin yliopisto. Yleisen valtio-opin laitos,UNKNOWN
622,167,11,https://services.fsd.tuni.fi/catalogue/FSD1000,Gallup Finland,UNKNOWN
623,167,11,https://services.fsd.tuni.fi/catalogue/FSD1000,University of Helsinki. Department of Political Science,UNKNOWN
624,168,11,https://services.fsd.tuni.fi/catalogue/FSD3911,"Hyvönen, Henri",UNKNOWN
625,168,11,https://services.fsd.tuni.fi/catalogue/FSD3911,"Hyvönen, Henri",UNKNOWN
626,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Grönlund, Kimmo",UNKNOWN
627,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Herne, Kaisa",UNKNOWN
628,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Himmelroos, Staffan",UNKNOWN
629,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Strandberg, Kim",UNKNOWN
630,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Setälä, Maija",UNKNOWN
631,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Bäck, Maria",UNKNOWN
632,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Leino, Mikko",UNKNOWN
633,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Grönlund, Kimmo",UNKNOWN
634,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Herne, Kaisa",UNKNOWN
635,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Himmelroos, Staffan",UNKNOWN
636,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Strandberg, Kim",UNKNOWN
637,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Setälä, Maija",UNKNOWN
638,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Bäck, Maria",UNKNOWN
639,169,11,https://services.fsd.tuni.fi/catalogue/FSD3100,"Leino, Mikko",UNKNOWN
640,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,Suomalaisen Kirjallisuuden Seura (SKS),UNKNOWN
641,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Lauren, Kirsi",UNKNOWN
642,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Niemelä, Reetta",UNKNOWN
643,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Schuurman, Nora",UNKNOWN
644,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Syrjämaa, Taina",UNKNOWN
645,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,Finnish Literature Society (SKS),UNKNOWN
646,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Lauren, Kirsi",UNKNOWN
647,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Niemelä, Reetta",UNKNOWN
648,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Schuurman, Nora",UNKNOWN
649,170,11,https://services.fsd.tuni.fi/catalogue/FSD3139,"Syrjämaa, Taina",UNKNOWN
650,171,11,https://services.fsd.tuni.fi/catalogue/FSD3861,"Haatainen, Oona",UNKNOWN
651,171,11,https://services.fsd.tuni.fi/catalogue/FSD3861,"Haatainen, Oona",UNKNOWN
652,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Hytönen, Kirsi-Maria",UNKNOWN
653,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Markkola, Pirjo",UNKNOWN
654,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Kuronen, Marjo",UNKNOWN
655,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Korkiakangas, Pirjo",UNKNOWN
656,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Oksanen, Johanna",UNKNOWN
657,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Malinen, Antti",UNKNOWN
658,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Salenius, Paula",UNKNOWN
659,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Junkala, Pekka",UNKNOWN
660,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Haikari, Janne",UNKNOWN
661,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Tawah, Sanna",UNKNOWN
662,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Hytönen, Kirsi-Maria",UNKNOWN
663,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Markkola, Pirjo",UNKNOWN
664,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Kuronen, Marjo",UNKNOWN
665,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Korkiakangas, Pirjo",UNKNOWN
666,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Oksanen, Johanna",UNKNOWN
667,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Malinen, Antti",UNKNOWN
668,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Salenius, Paula",UNKNOWN
669,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Junkala, Pekka",UNKNOWN
670,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Haikari, Janne",UNKNOWN
671,172,11,https://services.fsd.tuni.fi/catalogue/FSD3828,"Tawah, Sanna",UNKNOWN
672,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Kuusipalo, Paula",UNKNOWN
673,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Kinossalo, Maiju",UNKNOWN
674,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Sihto, Jaakko",UNKNOWN
675,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Tiilikka, Tiina",UNKNOWN
676,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Raziano, Alissia",UNKNOWN
677,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Drößler, Thomas",UNKNOWN
678,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Rohr, Margund K.",UNKNOWN
679,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Wächter, Franziska",UNKNOWN
680,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Amadasi, Sara",UNKNOWN
681,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Ballestri, Chiara",UNKNOWN
682,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Baraldi, Claudio",UNKNOWN
683,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Struzik, Justyna",UNKNOWN
684,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Slusarczyk, Magdalena",UNKNOWN
685,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Warat, Marta",UNKNOWN
686,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Righard, Erica",UNKNOWN
687,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Harju, Anne",UNKNOWN
688,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Svensson Källberg, Petra",UNKNOWN
689,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Frisch, Morten",UNKNOWN
690,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Farini, Federico",UNKNOWN
691,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Murray, Jane",UNKNOWN
692,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Woodbridge-Dodd, Kim",UNKNOWN
693,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Prokopiou, Eva",UNKNOWN
694,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Scollan, Angela",UNKNOWN
695,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Kuusipalo, Paula",UNKNOWN
696,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Kinossalo, Maiju",UNKNOWN
697,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Sihto, Jaakko",UNKNOWN
698,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Tiilikka, Tiina",UNKNOWN
699,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Raziano, Alissia",UNKNOWN
700,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Drößler, Thomas",UNKNOWN
701,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Rohr, Margund K.",UNKNOWN
702,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Wächter, Franziska",UNKNOWN
703,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Amadasi, Sara",UNKNOWN
704,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Ballestri, Chiara",UNKNOWN
705,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Baraldi, Claudio",UNKNOWN
706,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Struzik, Justyna",UNKNOWN
707,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Slusarczyk, Magdalena",UNKNOWN
708,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Warat, Marta",UNKNOWN
709,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Righard, Erica",UNKNOWN
710,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Harju, Anne",UNKNOWN
711,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Svensson Källberg, Petra",UNKNOWN
712,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Frisch, Morten",UNKNOWN
713,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Farini, Federico",UNKNOWN
714,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Murray, Jane",UNKNOWN
715,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Woodbridge-Dodd, Kim",UNKNOWN
716,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Prokopiou, Eva",UNKNOWN
717,173,11,https://services.fsd.tuni.fi/catalogue/FSD3438,"Scollan, Angela",UNKNOWN
718,174,11,https://services.fsd.tuni.fi/catalogue/FSD2269,"Paloheimo, Heikki",UNKNOWN
719,174,11,https://services.fsd.tuni.fi/catalogue/FSD2269,"Paloheimo, Heikki",UNKNOWN
720,175,11,https://services.fsd.tuni.fi/catalogue/FSD3776,Suomalaisen Kirjallisuuden Seura (SKS). Arkisto,UNKNOWN
721,175,11,https://services.fsd.tuni.fi/catalogue/FSD3776,Finnish Literature Society. Archive,UNKNOWN
722,176,11,https://services.fsd.tuni.fi/catalogue/FSD3409,"Aula, Inkeri",UNKNOWN
723,176,11,https://services.fsd.tuni.fi/catalogue/FSD3409,"Aula, Inkeri",UNKNOWN
724,177,11,https://services.fsd.tuni.fi/catalogue/FSD2578,"Määttä, Mirja",UNKNOWN
725,177,11,https://services.fsd.tuni.fi/catalogue/FSD2578,"Määttä, Mirja",UNKNOWN
726,178,11,https://services.fsd.tuni.fi/catalogue/FSD3822,Suomalaisen Kirjallisuuden Seura (SKS). Arkisto,UNKNOWN
727,178,11,https://services.fsd.tuni.fi/catalogue/FSD3822,Finnish Literature Society. Archive,UNKNOWN
728,179,11,https://services.fsd.tuni.fi/catalogue/FSD3475,"Turunen, Elina",UNKNOWN
729,179,11,https://services.fsd.tuni.fi/catalogue/FSD3475,"Isola, Anna-Maria",UNKNOWN
730,179,11,https://services.fsd.tuni.fi/catalogue/FSD3475,"Turunen, Elina",UNKNOWN
731,179,11,https://services.fsd.tuni.fi/catalogue/FSD3475,"Isola, Anna-Maria",UNKNOWN
732,180,11,https://services.fsd.tuni.fi/catalogue/FSD3412,"Kuula, Meri",UNKNOWN
733,180,11,https://services.fsd.tuni.fi/catalogue/FSD3412,"Kuula, Meri",UNKNOWN
734,181,11,https://services.fsd.tuni.fi/catalogue/FSD2731,"Saarnio, Pekka",UNKNOWN
735,181,11,https://services.fsd.tuni.fi/catalogue/FSD2731,"Tolonen, Marjo",UNKNOWN
736,181,11,https://services.fsd.tuni.fi/catalogue/FSD2731,"Saarnio, Pekka",UNKNOWN
737,181,11,https://services.fsd.tuni.fi/catalogue/FSD2731,"Tolonen, Marjo",UNKNOWN
738,182,11,https://services.fsd.tuni.fi/catalogue/FSD3878,"Kinnunen, Maarit",UNKNOWN
739,182,11,https://services.fsd.tuni.fi/catalogue/FSD3878,"Kinnunen, Maarit",UNKNOWN
740,183,11,https://services.fsd.tuni.fi/catalogue/FSD2564,"Weissenfelt, Kerttu",UNKNOWN
741,183,11,https://services.fsd.tuni.fi/catalogue/FSD2564,"Weissenfelt, Kerttu",UNKNOWN
742,184,11,https://services.fsd.tuni.fi/catalogue/FSD2108,"Pulkkinen, Lea",UNKNOWN
743,184,11,https://services.fsd.tuni.fi/catalogue/FSD2108,"Kinnunen, Ulla",UNKNOWN
744,184,11,https://services.fsd.tuni.fi/catalogue/FSD2108,"Kokko, Katja",UNKNOWN
745,184,11,https://services.fsd.tuni.fi/catalogue/FSD2108,"Pulkkinen, Lea",UNKNOWN
746,184,11,https://services.fsd.tuni.fi/catalogue/FSD2108,"Kinnunen, Ulla",UNKNOWN
747,184,11,https://services.fsd.tuni.fi/catalogue/FSD2108,"Kokko, Katja",UNKNOWN
748,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Autio, Tiina",UNKNOWN
749,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Henriksson, Anja",UNKNOWN
750,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Kivilä, Tiina",UNKNOWN
751,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Matikka, Leena",UNKNOWN
752,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Qvist, Anne",UNKNOWN
753,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Rehumäki, Marjukka",UNKNOWN
754,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Vesala, Hannu",UNKNOWN
755,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Öhman, Anneli",UNKNOWN
756,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Autio, Tiina",UNKNOWN
757,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Henriksson, Anja",UNKNOWN
758,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Kivilä, Tiina",UNKNOWN
759,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Matikka, Leena",UNKNOWN
760,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Qvist, Anne",UNKNOWN
761,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Rehumäki, Marjukka",UNKNOWN
762,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Vesala, Hannu",UNKNOWN
763,185,11,https://services.fsd.tuni.fi/catalogue/FSD2207,"Öhman, Anneli",UNKNOWN
764,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Malinen, Kaisa",UNKNOWN
765,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Moilanen, Johnanna",UNKNOWN
766,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Punna, Mari",UNKNOWN
767,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Kiili, Johanna",UNKNOWN
768,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Svenlin, Anu-Riina",UNKNOWN
769,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Malinen, Kaisa",UNKNOWN
770,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Moilanen, Johnanna",UNKNOWN
771,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Punna, Mari",UNKNOWN
772,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Kiili, Johanna",UNKNOWN
773,186,11,https://services.fsd.tuni.fi/catalogue/FSD3542,"Svenlin, Anu-Riina",UNKNOWN
774,187,11,https://services.fsd.tuni.fi/catalogue/FSD1007,Suomen Gallup,UNKNOWN
775,187,11,https://services.fsd.tuni.fi/catalogue/FSD1007,Helsingin yliopisto. Yleisen valtio-opin laitos,UNKNOWN
776,187,11,https://services.fsd.tuni.fi/catalogue/FSD1007,Gallup Finland,UNKNOWN
777,187,11,https://services.fsd.tuni.fi/catalogue/FSD1007,University of Helsinki. Department of Political Science,UNKNOWN
778,188,11,https://services.fsd.tuni.fi/catalogue/FSD2658,Työministeriö,UNKNOWN
779,188,11,https://services.fsd.tuni.fi/catalogue/FSD2658,Tilastokeskus,UNKNOWN
780,188,11,https://services.fsd.tuni.fi/catalogue/FSD2658,Ministry of Labour,UNKNOWN
781,188,11,https://services.fsd.tuni.fi/catalogue/FSD2658,Statistics Finland,UNKNOWN
782,189,11,https://services.fsd.tuni.fi/catalogue/FSD3109,"Schuurman, Nora",UNKNOWN
783,189,11,https://services.fsd.tuni.fi/catalogue/FSD3109,"Schuurman, Nora",UNKNOWN
784,190,11,https://services.fsd.tuni.fi/catalogue/FSD2754,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,UNKNOWN
785,190,11,https://services.fsd.tuni.fi/catalogue/FSD2754,Työ- ja elinkeinoministeriö,UNKNOWN
786,190,11,https://services.fsd.tuni.fi/catalogue/FSD2754,Statistics Finland. Interview and Survey Services,UNKNOWN
787,190,11,https://services.fsd.tuni.fi/catalogue/FSD2754,Ministry of Employment and the Economy,UNKNOWN
788,191,11,https://services.fsd.tuni.fi/catalogue/FSD3887,"Kangaspunta, Veera",UNKNOWN
789,191,11,https://services.fsd.tuni.fi/catalogue/FSD3887,"Kangaspunta, Veera",UNKNOWN
790,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Grönlund, Kimmo",UNKNOWN
791,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Herne, Kaisa",UNKNOWN
792,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Himmelroos, Staffan",UNKNOWN
793,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Strandberg, Kim",UNKNOWN
794,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Setälä, Maija",UNKNOWN
795,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Bäck, Maria",UNKNOWN
796,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Leino, Mikko",UNKNOWN
797,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Grönlund, Kimmo",UNKNOWN
798,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Herne, Kaisa",UNKNOWN
799,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Himmelroos, Staffan",UNKNOWN
800,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Strandberg, Kim",UNKNOWN
801,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Setälä, Maija",UNKNOWN
802,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Bäck, Maria",UNKNOWN
803,192,11,https://services.fsd.tuni.fi/catalogue/FSD3102,"Leino, Mikko",UNKNOWN
804,193,11,https://services.fsd.tuni.fi/catalogue/FSD3691,Nordic Centre of Excellence on Women in Technology Driven Careers (NORDWIT),UNKNOWN
805,193,11,https://services.fsd.tuni.fi/catalogue/FSD3691,Nordic Centre of Excellence on Women in Technology Driven Careers (NORDWIT),UNKNOWN
806,194,11,https://services.fsd.tuni.fi/catalogue/FSD2263,"Borg, Sami",UNKNOWN
807,194,11,https://services.fsd.tuni.fi/catalogue/FSD2263,"Paloheimo, Heikki",UNKNOWN
808,194,11,https://services.fsd.tuni.fi/catalogue/FSD2263,"Borg, Sami",UNKNOWN
809,194,11,https://services.fsd.tuni.fi/catalogue/FSD2263,"Paloheimo, Heikki",UNKNOWN
810,195,11,https://services.fsd.tuni.fi/catalogue/FSD2373,"Jokiniemi, Sinikka",UNKNOWN
811,195,11,https://services.fsd.tuni.fi/catalogue/FSD2373,"Jokiniemi, Sinikka",UNKNOWN
812,196,11,https://services.fsd.tuni.fi/catalogue/FSD3417,"Miettilä, Heidi",UNKNOWN
813,196,11,https://services.fsd.tuni.fi/catalogue/FSD3417,"Miettilä, Heidi",UNKNOWN
814,197,11,https://services.fsd.tuni.fi/catalogue/FSD2958,"Grönlund, Kimmo",UNKNOWN
815,197,11,https://services.fsd.tuni.fi/catalogue/FSD2958,"Grönlund, Kimmo",UNKNOWN
816,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Juhila, Kirsi",UNKNOWN
817,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Günther, Kirsi",UNKNOWN
818,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Kaartamo, Riina",UNKNOWN
819,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Kulmala, Anna",UNKNOWN
820,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Raitakari, Suvi",UNKNOWN
821,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Saario, Sirpa",UNKNOWN
822,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Juhila, Kirsi",UNKNOWN
823,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Günther, Kirsi",UNKNOWN
824,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Kaartamo, Riina",UNKNOWN
825,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Kulmala, Anna",UNKNOWN
826,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Raitakari, Suvi",UNKNOWN
827,198,11,https://services.fsd.tuni.fi/catalogue/FSD2715,"Saario, Sirpa",UNKNOWN
828,199,11,https://services.fsd.tuni.fi/catalogue/FSD3378,"Taipale, Tiina",UNKNOWN
829,199,11,https://services.fsd.tuni.fi/catalogue/FSD3378,"Taipale, Tiina",UNKNOWN
830,200,11,https://services.fsd.tuni.fi/catalogue/FSD2199,"Kasesniemi, Eija-Liisa",UNKNOWN
831,200,11,https://services.fsd.tuni.fi/catalogue/FSD2199,"Kasesniemi, Eija-Liisa",UNKNOWN
832,201,11,https://services.fsd.tuni.fi/catalogue/FSD2575,"Lappalainen, Sirpa",UNKNOWN
833,201,11,https://services.fsd.tuni.fi/catalogue/FSD2575,"Lappalainen, Sirpa",UNKNOWN
834,202,11,https://services.fsd.tuni.fi/catalogue/FSD2823,"Haarni, Ilka",UNKNOWN
835,202,11,https://services.fsd.tuni.fi/catalogue/FSD2823,"Haarni, Ilka",UNKNOWN
836,203,11,https://services.fsd.tuni.fi/catalogue/FSD2510,"Kuukka, Katri",UNKNOWN
837,203,11,https://services.fsd.tuni.fi/catalogue/FSD2510,"Kuukka, Katri",UNKNOWN
838,204,11,https://services.fsd.tuni.fi/catalogue/FSD2751,Tilastokeskus. Haastattelu- ja tutkimuspalvelut,UNKNOWN
839,204,11,https://services.fsd.tuni.fi/catalogue/FSD2751,Työministeriö,UNKNOWN
840,204,11,https://services.fsd.tuni.fi/catalogue/FSD2751,Statistics Finland. Interview and Survey Services,UNKNOWN
841,204,11,https://services.fsd.tuni.fi/catalogue/FSD2751,Ministry of Labour,UNKNOWN
842,205,11,https://services.fsd.tuni.fi/catalogue/FSD2619,"Pulkkinen, Lea",UNKNOWN
843,205,11,https://services.fsd.tuni.fi/catalogue/FSD2619,"Kinnunen, Marja-Liisa",UNKNOWN
844,205,11,https://services.fsd.tuni.fi/catalogue/FSD2619,"Kokko, Katja",UNKNOWN
